City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
267,karratha,0,AU,1543290380,12,-20.74,116.85,98.22,5.5
268,ranong,40,TH,1543287600,74,9.96,98.62,84.2,2.24
269,xixiang,40,CN,1543287600,60,22.58,113.87,71.6,8.95
270,eydhafushi,68,MV,1543290381,100,5.1,73.07,82.88,10.65
271,nantucket,90,US,1543288500,92,41.28,-70.1,46.94,25.28
272,gimli,20,CA,1543290244,79,50.63,-96.99,6.38,10.31
273,la paz,40,MX,1543286520,64,24.15,-110.32,71.6,6.93
274,ahuimanu,75,US,1543289820,87,21.44,-157.84,80.96,6.93
275,lensk,12,RU,1543290382,48,60.71,114.91,-30.26,2.37
276,asmar,92,AF,1543290382,46,35.03,71.36,49.35,2.26
277,santa isabel do rio negro,68,BR,1543290383,97,-0.41,-65.02,76.31,2.48
278,ilulissat,48,GL,1543287000,79,69.22,-51.1,19.4,1.14
279,datong,0,CN,1543290383,32,40.09,113.3,27.12,6.17
280,aden,8,YE,1543290384,100,12.79,45.03,78.69,12.44
281,morondava,0,MG,1543290384,98,-20.3,44.28,75.5,2.93
282,ritchie,0,ZA,1543287600,72,-29.03,24.6,64.4,8.05
283,moranbah,32,AU,1543290385,15,-22.0,148.04,101.51,9.75
284,cartagena,0,ES,1543289400,54,37.63,-1.0,55.4,6.93
285,verkhnyaya inta,48,RU,1543290389,60,65.99,60.32,1.16,4.16
286,shevchenkove,90,UA,1543287600,100,49.7,37.18,28.4,11.18
287,santa cruz,1,US,1543289700,77,36.97,-122.03,60.08,1.81
288,hermosillo,75,MX,1543286400,40,29.09,-110.96,71.6,6.93
289,arraial do cabo,88,BR,1543290391,100,-22.97,-42.02,71.49,9.64
290,flinders,40,AU,1543287600,56,-34.58,150.85,73.4,13.87
291,aykhal,0,RU,1543290346,0,65.95,111.51,-32.55,2.71
292,garden city,90,US,1543288620,100,40.73,-73.63,53.06,3.36
293,henties bay,92,NA,1543290393,100,-22.12,14.28,58.85,4.61
294,fairbanks,75,US,1543287480,98,64.84,-147.72,23.36,6.62
295,kangaatsiaq,44,GL,1543290393,100,68.31,-53.46,24.11,4.94
296,angoche,12,MZ,1543290393,100,-16.23,39.91,79.1,6.62
297,pevek,64,RU,1543290394,100,69.7,170.27,-1.86,10.76
298,kabanjahe,40,ID,1543287600,74,3.1,98.49,82.4,6.93
299,christiana,88,ZA,1543290395,85,-27.91,25.16,62.9,2.82
300,umm lajj,48,SA,1543290395,96,25.02,37.27,68.52,9.31
301,kalmunai,68,LK,1543290395,100,7.42,81.82,76.35,5.28
302,zhanakorgan,92,KZ,1543290396,95,43.91,67.25,24.92,4.61
303,cabedelo,40,BR,1543287600,88,-6.97,-34.84,77.0,6.93
304,luwuk,12,ID,1543290396,82,-0.95,122.79,84.95,2.26
305,lima,8,PE,1543290309,69,-12.06,-77.04,53.45,2.48
306,hamilton,90,CA,1543287600,93,43.26,-79.87,37.4,12.75
307,tabou,92,CI,1543290397,100,4.42,-7.36,79.59,1.59
308,torres,88,BR,1543290398,96,-29.34,-49.73,65.96,7.74
309,kijang,0,KR,1543287600,51,35.24,129.21,59.0,4.7
310,youkounkoun,76,GN,1543290398,54,12.53,-13.12,69.29,7.18
311,sur,0,OM,1543290398,100,22.57,59.53,75.09,3.49
312,bassano,20,CA,1543290399,74,50.79,-112.47,15.2,3.15
313,hauterive,90,FR,1543289400,70,46.09,3.45,42.8,10.29
314,oni,36,GE,1543290400,68,42.59,43.44,16.82,1.81
315,moctezuma,68,MX,1543290400,63,29.81,-109.68,51.02,1.92
316,bartica,75,GY,1543287600,100,6.41,-58.62,75.2,9.17
317,hobyo,92,SO,1543290401,94,5.35,48.53,77.52,8.08
318,areka,36,ET,1543290401,86,7.07,37.71,57.32,6.17
319,khatanga,0,RU,1543290401,0,71.98,102.47,-32.24,5.61
320,zalantun,48,CN,1543290402,25,48.0,122.72,20.1,15.12
321,mont-de-marsan,0,FR,1543289400,100,43.89,-0.5,41.0,2.24
322,penzance,75,GB,1543287000,93,50.12,-5.53,48.2,12.75
323,kisangani,68,CD,1543290402,100,0.52,25.21,71.63,1.81
324,maningrida,0,AU,1543290296,64,-12.05,134.23,92.1,15.01
325,kalbay,48,PH,1543290403,81,5.72,125.5,84.95,1.81
326,las vegas,40,US,1543288500,17,36.17,-115.15,53.6,2.26
327,grindavik,75,IS,1543289400,100,63.84,-22.43,37.4,14.99
328,katsuura,75,JP,1543287600,59,33.93,134.5,60.8,4.7
329,mount isa,75,AU,1543287600,25,-20.73,139.49,100.4,14.99
330,sinazongwe,68,ZM,1543290404,83,-17.26,27.46,76.31,3.38
331,husavik,20,CA,1543290405,79,50.56,-96.99,6.38,10.31
332,muros,40,ES,1543289400,87,42.77,-9.06,46.4,9.17
333,arawa,32,NG,1543290405,91,7.05,3.9,75.95,2.71
334,lashio,92,MM,1543290406,75,22.93,97.75,63.75,2.15
335,ferkessedougou,20,CI,1543290406,79,9.6,-5.2,72.98,5.39
336,grafing,90,DE,1543288800,99,48.05,11.97,32.0,2.24
337,gujranwala,40,PK,1543287600,82,32.15,74.19,57.2,4.7
338,tasiilaq,64,GL,1543287000,68,65.61,-37.64,26.6,3.36
339,soc trang,24,VN,1543290407,81,9.6,105.98,85.04,9.75
340,calama,0,CL,1543287600,29,-22.46,-68.93,50.0,8.05
341,comodoro rivadavia,0,AR,1543287600,54,-45.87,-67.48,57.2,1.12
342,bolivar,90,US,1543287120,65,37.61,-93.41,30.02,9.17
343,alta floresta,80,BR,1543290409,92,-9.87,-56.08,74.78,2.59
344,marsa matruh,0,EG,1543287600,82,31.35,27.25,55.4,7.4
345,kavieng,64,PG,1543290409,100,-2.57,150.8,84.86,11.99
346,turkan,20,AF,1543290409,100,35.6,68.92,25.91,1.92
347,nazilli,92,TR,1543290410,99,37.91,28.32,48.95,2.15
348,sitia,0,GR,1543290410,90,35.21,26.11,69.38,15.23
349,mount gambier,92,AU,1543290354,76,-37.83,140.78,61.5,6.4
350,zhangye,0,CN,1543290410,47,38.94,100.46,30.09,5.73
351,shaowu,0,CN,1543290411,58,27.34,117.49,62.22,2.15
352,pascagoula,1,US,1543289700,65,30.37,-88.56,45.14,8.05
353,port-gentil,12,GA,1543290412,100,-0.72,8.78,78.11,5.61
354,mathathane,32,BW,1543290412,73,-22.27,28.75,72.39,8.63
355,valera,8,VE,1543290413,96,9.31,-70.61,75.59,2.15
356,sambava,32,MG,1543290413,100,-14.27,50.17,76.44,12.66
357,langarud,0,IR,1543287600,100,37.2,50.15,48.2,7.29
358,ostrovnoy,44,RU,1543290413,80,68.05,39.51,23.79,13.67
359,maniitsoq,0,GL,1543290414,90,65.42,-52.9,25.64,9.75
360,hami,0,CN,1543290414,57,42.84,93.51,20.42,3.94
361,samarai,0,PG,1543290414,97,-10.62,150.67,85.44,2.15
362,chaoyang,0,CN,1543290414,45,41.58,120.44,34.91,12.77
363,sisimiut,36,GL,1543290415,97,66.94,-53.67,9.26,1.59
364,ambilobe,12,MG,1543290415,85,-13.19,49.05,68.48,4.94
365,guerrero negro,0,MX,1543290415,58,27.97,-114.04,63.75,9.53
366,bati,0,ET,1543290416,86,11.19,40.02,61.32,2.59
367,talnakh,12,RU,1543290416,27,69.49,88.39,-18.74,2.71
368,sakskobing,0,DK,1543290417,100,54.8,11.63,35.36,11.43
369,yangambi,92,CD,1543290417,100,0.77,24.47,71.09,2.37
370,bilma,0,NE,1543290417,48,18.69,12.92,50.07,2.82
371,nador,44,MA,1543289400,67,35.17,-2.93,57.2,8.05
372,itaiba,88,BR,1543290418,77,-8.95,-37.42,72.75,8.52
373,kungurtug,64,RU,1543290418,57,50.6,97.53,3.86,2.37
374,porto seguro,90,BR,1543287600,94,-16.44,-39.06,73.4,3.36
375,kostroma,68,RU,1543290419,83,57.77,40.93,12.86,8.63
376,luderitz,0,NA,1543290419,91,-26.65,15.16,55.7,13.22
377,kommunisticheskiy,76,RU,1543290419,83,61.68,64.48,5.34,5.73
378,tazovskiy,36,RU,1543290422,32,67.47,78.7,-21.48,5.5
379,tautira,75,PF,1543289400,78,-17.73,-149.15,82.4,4.7
380,sattahip,40,TH,1543287600,61,12.67,100.9,78.8,9.17
381,pilar,0,AR,1543287600,46,-34.46,-58.91,73.4,8.05
382,ceres,76,AR,1543290418,58,-29.88,-61.95,70.37,10.2
383,codrington,76,AU,1543290424,38,-28.95,153.24,84.27,6.73
384,broken hill,12,AU,1543290424,96,-31.97,141.45,66.68,9.86
385,orativ,92,UA,1543290424,99,49.19,29.53,31.8,16.35
386,davila,20,PH,1543287600,62,18.47,120.58,86.0,6.93
387,san patricio,88,PY,1543290426,81,-26.98,-56.83,74.51,3.6
388,kysyl-syr,44,RU,1543290426,0,63.9,122.77,-32.28,3.49
389,adrar,0,DZ,1543287600,50,27.87,-0.29,55.4,9.17
390,poum,24,MK,1543290426,88,41.28,20.71,34.64,1.7
391,lavrentiya,88,RU,1543290427,100,65.58,-170.99,24.83,32.91
392,ambulu,76,ID,1543290427,100,-8.35,113.61,77.75,3.49
393,roma,0,IT,1543287300,81,41.89,12.48,55.4,6.93
394,tuatapere,20,NZ,1543290428,79,-46.13,167.69,60.69,5.28
395,olbia,40,IT,1543288800,81,40.92,9.49,51.8,16.11
396,port hawkesbury,90,CA,1543287600,100,45.62,-61.36,35.6,4.7
397,ierapetra,20,GR,1543288800,82,35.01,25.74,62.6,14.99
398,rocha,64,UY,1543290429,53,-34.48,-54.34,64.02,7.96
399,hasaki,75,JP,1543287600,77,35.73,140.83,62.6,2.24
400,guilin,0,CN,1543287600,63,25.28,110.29,66.2,2.24
401,enumclaw,90,US,1543288560,100,47.2,-121.99,55.4,4.5
402,kerchevskiy,76,RU,1543290430,88,59.95,56.29,20.69,5.73
403,bambous virieux,75,MU,1543287600,94,-20.34,57.76,77.0,14.99
404,saint-augustin,0,FR,1543289400,100,44.83,-0.61,35.6,1.12
405,orotukan,56,RU,1543290432,79,62.26,151.67,-19.1,2.82
406,boa vista,75,BR,1543287600,74,2.82,-60.67,80.6,10.29
407,marystown,48,CA,1543290434,100,47.17,-55.16,37.52,16.8
408,hambantota,20,LK,1543290434,100,6.12,81.12,79.37,8.86
409,keti bandar,88,PK,1543290434,100,24.14,67.45,77.03,8.52
410,kokopo,32,PG,1543290434,100,-4.34,152.27,82.88,7.18
411,takapau,64,NZ,1543290435,100,-40.02,176.35,64.02,3.6
412,maryborough,36,AU,1543290435,38,-25.54,152.7,89.54,4.05
413,florence,90,US,1543289460,66,34.8,-87.68,35.96,9.17
414,grand gaube,75,MU,1543287600,94,-20.01,57.66,77.0,14.99
415,srednekolymsk,56,RU,1543290436,82,67.46,153.71,-18.74,3.38
416,cockburn town,8,TC,1543290157,100,21.46,-71.14,79.64,10.31
417,cayenne,90,GF,1543289400,100,4.94,-52.33,75.2,2.24
418,san jeronimo,92,PE,1543290437,97,-13.65,-73.37,45.57,2.26
419,oktyabrskiy,20,RU,1543287600,85,55.61,37.97,24.8,4.47
420,te anau,48,NZ,1543290440,61,-45.41,167.72,65.51,4.83
421,inirida,8,CO,1543290440,94,3.87,-67.92,75.9,2.15
422,bo phloi,32,TH,1543290440,61,14.32,99.52,78.42,10.54
423,beloha,0,MG,1543290441,83,-25.17,45.06,70.59,2.93
424,iskandar,40,IR,1543287600,77,38.02,46.58,33.8,2.15
425,aksarka,56,RU,1543290441,83,66.56,67.8,-18.96,6.29
426,vermilion,90,CA,1543287600,100,53.35,-110.85,21.2,18.34
427,sumbe,44,AO,1543290442,100,-11.2,13.84,74.82,4.05
428,tigil,88,RU,1543290442,84,57.8,158.67,15.65,3.04
429,awbari,0,LY,1543290442,72,26.59,12.77,41.66,2.59
430,emirdag,64,TR,1543290443,84,39.02,31.15,45.12,8.86
431,letpadan,24,MM,1543290443,76,17.78,95.75,78.83,3.15
432,ylojarvi,75,FI,1543288800,92,61.56,23.6,23.0,5.82
433,sao miguel do araguaia,68,BR,1543290444,90,-13.28,-50.16,72.89,4.05
434,maceio,92,BR,1543290260,98,-9.67,-35.74,72.12,5.95
435,labuan,75,BN,1543287600,79,5.28,115.24,84.2,5.82
436,petrolina,75,BR,1543287600,83,-9.38,-40.5,73.4,11.41
437,makrana,20,IN,1543290446,69,27.04,74.73,58.94,2.82
438,puerto colombia,40,CO,1543287600,88,10.99,-74.96,80.6,3.36
439,atambua,76,ID,1543290450,100,-9.11,124.89,81.35,5.17
440,joshimath,0,IN,1543290450,81,30.57,79.57,5.12,1.36
441,mareeba,0,AU,1543287600,53,-16.99,145.42,95.0,12.75
442,chernyshevskiy,20,RU,1543290451,0,63.01,112.47,-30.93,2.26
443,kruisfontein,20,ZA,1543290451,97,-34.0,24.73,64.07,7.63
444,koulikoro,0,ML,1543287600,40,12.86,-7.56,69.8,6.93
445,pangkalanbuun,20,ID,1543290452,97,-2.68,111.62,85.4,4.16
446,longyearbyen,75,NO,1543287000,62,78.22,15.63,23.0,24.16
447,beaverlodge,90,CA,1543287600,86,55.21,-119.43,30.2,3.36
448,kingston,90,CA,1543287600,100,44.23,-76.48,42.08,11.41
449,panzhihua,0,CN,1543290453,55,26.59,101.72,57.32,1.14
450,laukaa,0,FI,1543288800,92,62.42,25.95,19.4,8.05
451,macau,64,BR,1543290454,70,-5.11,-36.64,79.64,11.1
452,rancho palos verdes,5,US,1543290900,13,33.75,-118.37,66.2,9.17
453,altoona,90,US,1543288500,88,40.52,-78.39,35.96,17.22
454,urdoma,92,RU,1543290455,90,61.74,48.55,19.97,2.59
455,samarkand,75,UZ,1543287600,86,39.65,66.98,41.0,6.93
456,tanout,0,NE,1543290455,28,14.97,8.88,55.29,6.06
457,kahului,40,US,1543287360,67,20.89,-156.47,80.96,17.22
458,teguldet,56,RU,1543290456,67,57.31,88.17,-0.96,2.59
459,graaff-reinet,64,ZA,1543290456,52,-32.25,24.53,65.51,2.93
460,isla vista,1,US,1543289700,71,34.41,-119.86,62.06,5.82
461,saldanha,64,PT,1543290457,84,41.42,-6.55,32.3,3.15
462,pringsewu,68,ID,1543290457,81,-5.36,104.98,80.49,1.03
463,laguna,80,MX,1543290458,64,27.52,-110.01,65.69,3.27
464,ayan,92,TR,1543290458,87,40.67,33.6,43.1,6.17
465,danilov,68,RU,1543290459,88,58.19,40.17,15.74,7.96
466,kurumkan,44,RU,1543290459,53,54.33,110.32,1.16,3.38
467,yerbogachen,32,RU,1543290459,32,61.28,108.01,-22.61,3.71
468,buala,32,SB,1543290460,90,-8.15,159.59,83.96,3.6
469,berlevag,44,NO,1543290460,100,70.86,29.09,18.35,4.94
470,puerto carreno,44,CO,1543290460,89,6.19,-67.49,71.63,2.82
471,awjilah,0,LY,1543290461,57,29.14,21.3,47.55,3.6
472,hot springs,1,US,1543287180,59,34.5,-93.06,37.04,4.7
473,westport,92,IE,1543290335,100,53.8,-9.52,42.38,27.76
474,tecoanapa,75,MX,1543286820,83,16.99,-99.26,78.8,2.59
475,aswan,0,EG,1543287600,55,24.09,32.9,60.8,5.82
476,varkkallai,20,IN,1543287600,74,8.73,76.71,84.2,5.82
477,aloleng,0,PH,1543290462,94,16.13,119.78,83.24,5.28
478,mani,56,GR,1543290462,92,41.41,26.4,55.74,12.33
479,honiara,75,SB,1543287600,66,-9.43,159.96,89.6,9.17
480,gatton,75,AU,1543287600,54,-27.56,152.28,82.4,5.82
481,paita,76,PE,1543290464,79,-5.09,-81.11,69.92,6.06
482,labuhan,8,ID,1543290464,77,-2.54,115.51,85.04,3.15
483,shatrovo,75,BG,1543289400,87,42.29,22.98,46.4,3.36
484,ous,88,RU,1543290465,74,60.91,61.52,2.87,1.92
485,katherine,8,AU,1543287600,41,-14.47,132.26,96.8,9.17
486,palu,8,ID,1543290466,66,-0.9,119.87,79.14,2.04
487,zyryanka,68,RU,1543290466,75,65.73,150.89,-16.76,1.81
488,lata,24,IN,1543290467,54,30.78,78.62,47.55,2.15
489,fethiye,75,TR,1543287000,93,36.62,29.12,57.2,2.24
490,develi,75,TR,1543288800,93,38.39,35.49,42.8,4.7
491,gorele,75,TR,1543287000,30,41.03,39.0,68.0,14.99
492,eureka,1,US,1543289700,58,40.8,-124.16,59.0,11.41
493,vila velha,75,BR,1543287600,83,-3.71,-38.6,80.6,11.41
494,severo-kurilsk,20,RU,1543290469,100,50.68,156.12,33.87,10.98
495,mbengwi,48,CM,1543290470,43,6.0,10.01,68.48,3.71
496,praia da vitoria,40,PT,1543287600,88,38.73,-27.07,64.4,37.16
497,puerto narino,20,CO,1543287600,94,-3.77,-70.38,78.8,2.59
498,pandan,0,PH,1543290471,99,11.72,122.09,82.07,19.26
499,lengshuitan,0,CN,1543290471,91,26.41,111.6,59.66,3.38
500,dudestii vechi,90,RO,1543286700,93,46.05,20.48,41.0,8.05
501,marawi,36,PH,1543290472,73,8.0,124.29,81.44,3.71
502,petropavlovskoye,40,RU,1543287600,57,46.79,142.5,50.0,11.18
503,prnjavor,90,BA,1543289400,100,44.87,17.66,41.0,8.05
504,dharchula,0,IN,1543290473,57,29.85,80.53,39.32,1.92
505,lokosovo,88,RU,1543290473,74,61.13,74.84,-2.85,8.19
506,lowestoft,92,GB,1543288800,100,52.48,1.75,39.2,1.12
507,durban,75,FR,1543289400,100,43.54,0.58,41.0,5.82
508,olaszliszka,90,HU,1543289400,98,48.24,21.44,32.0,29.97
509,skalat,92,UA,1543290475,97,49.42,25.98,26.45,10.65
510,maindargi,0,IN,1543290475,47,17.46,76.29,69.38,6.17
511,onega,44,RU,1543290475,100,63.91,38.09,21.14,9.53
512,yar-sale,48,RU,1543290475,77,66.83,70.83,-17.39,9.19
513,ouesso,8,CG,1543290476,99,1.61,16.05,71.67,2.15
514,fort nelson,90,CA,1543287600,85,58.81,-122.69,10.4,2.71
515,sibut,8,CF,1543290477,82,5.73,19.09,66.59,2.93
516,cap malheureux,75,MU,1543287600,94,-19.98,57.61,77.0,14.99
517,sadiqabad,56,PK,1543290347,90,28.31,70.13,62.81,2.93
518,kamenka,76,RU,1543290477,91,53.19,44.05,19.97,3.15
519,quelimane,40,MZ,1543287600,88,-17.88,36.89,78.8,5.82
520,okhotsk,12,RU,1543290478,100,59.36,143.24,3.68,6.17
521,kiruna,36,SE,1543288800,79,67.86,20.23,21.2,5.82
522,sovetskaya,76,RU,1543290479,72,44.78,41.17,26.22,4.05
523,leirvik,36,NO,1543288800,92,59.78,5.5,26.6,11.41
524,lawton,1,US,1543288500,59,34.61,-98.39,40.1,3.36
525,north myrtle beach,1,US,1543287600,60,33.83,-78.68,55.4,8.05
526,birao,20,CF,1543290479,52,10.3,22.78,62.94,4.72
527,kant,80,KG,1543290480,87,42.89,74.85,32.03,2.04
528,atar,88,MR,1543290480,49,20.52,-13.05,60.56,5.61
529,popondetta,32,PG,1543290481,82,-8.77,148.24,80.54,1.59
530,oytal,56,KZ,1543290481,79,42.91,73.27,28.29,4.16
531,sheridan,1,US,1543289760,74,39.65,-105.03,41.0,6.85
532,shangrao,0,CN,1543290482,65,28.45,117.97,61.46,3.15
533,brae,24,GB,1543288800,93,60.4,-1.35,41.0,8.05
534,mandal,0,MN,1543290482,39,48.82,106.5,3.77,3.94
